cycle_index,city,timestamp,lat,lon,temp,feels_like,humidity,pressure,wind_speed,wind_deg,clouds,weather_main,weather_description,aqi,pm2_5,pm10,no2,o3,so2,co,hour,day_of_week,day_of_month,month,city_encoded
1,Rabat,2026-04-26 00:31:10.859992,34.0209,-6.8416,-1.319548729207995,15.57,2.2639130979417814,-0.10225047204716294,-1.5723361855459073,0.0,40.0,Clouds,scattered clouds,3.0,8.78,0.5179450002274871,0.8618427065367242,0.55426928344046,0.7241822403494209,1.5105187915843044,0.0,6.0,26.0,4.0,4
1,Tanger,2026-04-26 00:31:20.668949,35.7595,-5.834,-0.5623470196886926,17.58,0.5693624935421631,0.20130085480523507,3.181317967426511,80.0,20.0,Clouds,few clouds,2.0,4.05,-0.2841262807850239,0.6571321248154385,-0.631492394705589,-0.5055775890858785,2.0223097681185904,0.0,6.0,26.0,4.0,5
2,Agadir,2026-04-26 01:31:44.554412,30.4278,-9.5981,-1.0990975985884515,15.97,1.2324475126550571,-1.012904452604357,0.11114829442180696,122.0,0.0,Clear,clear sky,3.0,6.38,1.16013057283388,-0.9805525289548479,0.8136948840337587,-0.4428347406453019,0.5958824424314477,1.0,6.0,26.0,4.0,0
2,Casablanca,2026-04-26 01:31:26.131602,33.5731,-7.5898,-0.5144228608583563,18.03,1.3797997391245893,-0.405801798899561,-0.5700303968946092,40.0,39.0,Clouds,scattered clouds,3.0,9.02,0.7769334204555796,0.23796283843375807,0.5439695077345219,0.41674228299059624,1.4003063783207341,1.0,6.0,26.0,4.0,1
2,Fes,2026-04-26 01:31:37.294732,34.0181,-5.0078,-1.773230766135172,14.01,2.2639130979417814,-0.10225047204716294,-0.8230396250978494,110.0,0.0,Clear,clear sky,1.0,2.78,-0.6963935619644365,-0.09347334149594284,-2.466139942325698,-1.051440370518894,-1.3055983887021214,1.0,6.0,26.0,4.0,2
2,Marrakech,2026-04-26 01:31:33.288123,31.6295,-7.9811,-0.485668365560155,17.71,0.20098192736833292,-0.709353125751959,0.17926616355344865,50.0,75.0,Clouds,broken clouds,2.0,5.36,0.3514524443665706,0.4719177889723704,-1.2295231216315827,-0.8192918312887609,-0.21360873084926618,1.0,6.0,26.0,4.0,3
2,Rabat,2026-04-26 01:31:29.393095,34.0209,-6.8416,-1.6390431214102323,14.47,2.2639130979417814,-0.405801798899561,-1.5723361855459073,0.0,40.0,Clouds,scattered clouds,2.0,8.25,0.4346987222970288,0.7253689853892002,0.4068537436492299,0.5610508344039222,1.558657546802877,1.0,6.0,26.0,4.0,4
2,Tanger,2026-04-26 01:31:40.878573,35.7595,-5.834,-0.5623470196886926,17.58,0.5693624935421631,0.20130085480523507,3.9354800899554006,80.0,20.0,Clouds,few clouds,2.0,3.99,-0.31980325704093454,0.5888952642416767,-1.0151590397517596,-0.5557718678383397,1.9488348259428765,1.0,6.0,26.0,4.0,5
3,Agadir,2026-04-26 09:30:31.986114,30.4278,-9.5981,-0.7796032063862139,16.83,0.5693624935421631,-1.012904452604357,-0.41433241030799983,240.0,19.0,Clouds,few clouds,3.0,6.44,0.7121863153985566,-0.7953381931117799,0.588387290466377,-0.3361718982963219,0.4932708852550208,9.0,6.0,26.0,4.0,0
3,Casablanca,2026-04-26 09:30:14.911435,33.5731,-7.5898,-0.17575880512398512,18.91,0.5693624935421631,-0.405801798899561,-1.3241925194234985,0.0,75.0,Clouds,broken clouds,2.0,7.52,0.9315336508978594,0.6668802477545474,-0.5812809881391439,-0.13539478328647706,1.2761590622307337,9.0,6.0,26.0,4.0,1
3,Fes,2026-04-26 09:30:25.149990,34.0181,-5.0078,-0.4952531973262225,17.94,0.9377430597159931,-0.405801798899561,0.43227539175668894,70.0,0.0,Clear,clear sky,1.0,2.76,-0.36208708075164353,-0.6101238572687117,-2.347048785725796,-1.0388918008307786,-1.2422579213092644,9.0,6.0,26.0,4.0,2
3,Marrakech,2026-04-26 09:30:21.475585,31.6295,-7.9811,-0.16617397335791764,18.81,0.20098192736833292,-0.709353125751959,-1.0711832912202583,0.0,40.0,Clouds,scattered clouds,2.0,5.92,0.9262481729340205,1.7099294022391942,-1.6852881966193147,-0.7314518434719539,-0.19587339997926612,9.0,6.0,26.0,4.0,3
3,Rabat,2026-04-26 09:30:18.173893,34.0209,-6.8416,-0.6805599448035197,17.62,1.8218564185331854,-0.405801798899561,-1.5723361855459073,0.0,40.0,Mist,mist,2.0,6.81,0.12549826141246934,1.9341362298386977,-1.6820695167112094,-0.06010336515778531,1.0722027572257338,9.0,6.0,26.0,4.0,4
3,Tanger,2026-04-26 09:30:28.691879,35.7595,-5.834,-0.24285262748645525,18.55,0.20098192736833292,0.20130085480523507,2.9331743013041023,80.0,40.0,Clouds,scattered clouds,1.0,3.04,-0.6052190670882203,0.8520945835976156,-2.1783899585410698,-0.5432232981502243,1.8639585996364478,9.0,6.0,26.0,4.0,5
4,Agadir,2026-04-26 10:30:49.837762,30.4278,-9.5981,0.1788799702204982,20.13,0.5693624935421631,-1.012904452604357,-0.010490757598981642,254.0,15.0,Clouds,few clouds,3.0,6.96,0.8654651763498767,-0.8148344389899976,0.5703626829809874,-0.3800918922047255,0.5895483956921624,10.0,6.0,26.0,4.0,0
4,Casablanca,2026-04-26 10:30:33.710149,33.5731,-7.5898,0.14693053100027514,19.97,0.422010267072631,-0.405801798899561,-1.3241925194234985,0.0,75.0,Clouds,broken clouds,2.0,7.44,0.9751388440995279,-0.18120644794792232,0.07983586498571595,0.31007944064161597,0.8821813550471626,10.0,6.0,26.0,4.0,1
4,Fes,2026-04-26 10:30:43.376593,34.0181,-5.0078,0.14373558707825226,19.88,0.20098192736833292,-0.405801798899561,0.6804190578790976,70.0,0.0,Clear,clear sky,2.0,3.85,0.5919416917212277,-0.9610562830766303,-1.427150067989257,-1.0639889402070093,-1.2764617737014086,10.0,6.0,26.0,4.0,2
4,Marrakech,2026-04-26 10:30:40.176188,31.6295,-7.9811,0.47281481104655715,20.8,-0.38842697850979524,-0.709353125751959,-0.8230396250978494,360.0,40.0,Clouds,scattered clouds,2.0,6.82,2.19476288425529,-0.28843580027811977,-0.28966858846478977,-0.8883089645733951,-0.4657037910728368,10.0,6.0,26.0,4.0,3
4,Rabat,2026-04-26 10:30:36.967480,34.0209,-6.8416,-0.041571160399044876,19.82,1.8218564185331854,-0.405801798899561,-0.8230396250978494,350.0,40.0,Clouds,scattered clouds,2.0,7.78,0.3950576375682392,0.7838577230238534,-0.4731333432268011,0.8935879311389775,0.9176520167871627,10.0,6.0,26.0,4.0,4
4,Tanger,2026-04-26 10:30:46.606191,35.7595,-5.834,0.3961361569180195,20.54,-0.38842697850979524,0.20130085480523507,3.181317967426511,80.0,40.0,Clouds,scattered clouds,2.0,3.18,-0.5616138738865516,0.2087184696164315,-1.3589140539374223,-0.5055775890858785,1.9374335418121618,10.0,6.0,26.0,4.0,5
5,Agadir,2026-04-26 11:31:07.889114,30.4278,-9.5981,1.1373631468272103,23.43,0.5693624935421631,-1.012904452604357,-0.010490757598981642,254.0,15.0,Clouds,few clouds,3.0,7.69,1.0887766203220581,-0.8635750536855418,0.5066328208004988,-0.41146331642501377,0.6148845826493056,11.0,6.0,26.0,4.0,0
5,Casablanca,2026-04-26 11:30:51.661205,33.5731,-7.5898,0.40891593260610987,20.69,-0.09372252557073117,-0.405801798899561,-0.5700303968946092,10.0,89.0,Clouds,overcast clouds,2.0,8.01,1.0544210135571075,-0.5028945049385144,0.398485175888156,0.7053593858172481,0.5236743096035915,11.0,6.0,26.0,4.0,1
5,Fes,2026-04-26 11:31:01.330388,34.0181,-5.0078,0.782724371482727,21.87,-0.38842697850979524,-0.405801798899561,0.6804190578790976,80.0,0.0,Clear,clear sky,2.0,4.16,0.8086462882386115,-1.04878938952861,-1.1226629486824817,-1.0702632250510669,-1.5044874563156938,11.0,6.0,26.0,4.0,2
5,Marrakech,2026-04-26 11:30:58.128697,31.6295,-7.9811,1.111803595451032,22.9,-0.6831314314488593,-1.012904452604357,-0.5700303968946092,360.0,40.0,Clouds,scattered clouds,2.0,8.17,3.3562466668088273,-0.7368494554771268,-0.03346166777959633,-0.9510518130139716,-0.7836729373849801,11.0,6.0,26.0,4.0,3
5,Rabat,2026-04-26 11:30:54.908370,34.0209,-6.8416,0.5974176240054299,21.73,1.0114191729507591,-0.709353125751959,-0.32188673077220054,280.0,40.0,Clouds,scattered clouds,2.0,10.39,0.8284668306030062,0.1892222237382138,0.2105142692547974,1.5649364094531464,0.8302421717850201,11.0,6.0,26.0,4.0,4
5,Tanger,2026-04-26 11:31:04.611992,35.7595,-5.834,0.7156305491202569,21.54,-0.6831314314488593,0.20130085480523507,3.181317967426511,80.0,40.0,Clouds,scattered clouds,2.0,3.69,-0.4942240298476091,-0.2591914314607932,-0.7711831027173658,-0.5244004436180514,1.926032257681447,11.0,6.0,26.0,4.0,5
6,Agadir,2026-04-26 12:31:25.842218,30.4278,-9.5981,1.4568575390294478,24.48,0.422010267072631,-1.012904452604357,0.6123011887474561,263.0,11.0,Clouds,few clouds,2.0,8.62,1.3570146269868684,-0.9318119142593037,0.4583526221789169,-0.42401188611312896,0.6402207696064488,12.0,6.0,26.0,4.0,0
6,Casablanca,2026-04-26 12:31:09.740950,33.5731,-7.5898,0.4823996428126246,21.07,0.27465804060309895,-0.709353125751959,-0.8230396250978494,40.0,80.0,Clouds,broken clouds,3.0,9.22,1.2090212439993868,-0.6393682260860383,0.6971786713603421,1.1822050339656294,0.3323860980771624,12.0,6.0,26.0,4.0,1
6,Fes,2026-04-26 12:31:19.403726,34.0181,-5.0078,1.1022187636849645,22.87,-0.6831314314488593,-0.709353125751959,0.6804190578790976,70.0,0.0,Clear,clear sky,2.0,4.25,0.8324309390758853,-1.0682856354068275,-1.011296623862033,-1.0702632250510669,-1.6805739556678365,12.0,6.0,26.0,4.0,2
6,Marrakech,2026-04-26 12:31:16.201426,31.6295,-7.9811,1.7507923798555067,24.92,-1.1988642240922216,-1.012904452604357,-0.8230396250978494,0.0,40.0,Clouds,scattered clouds,2.0,9.27,4.220422313896442,-0.8830712995637595,0.059880049555461994,-0.9886975220783175,-1.0661714219571217,12.0,6.0,26.0,4.0,3
6,Rabat,2026-04-26 12:31:12.982148,34.0209,-6.8416,0.5974176240054299,21.73,1.0114191729507591,-0.709353125751959,-0.06887750256896022,280.0,40.0,Clouds,scattered clouds,3.0,13.7,1.3173735422580788,-0.18120644794792232,0.8066137882359268,2.361770584648468,0.8733136896121634,12.0,6.0,26.0,4.0,4
6,Tanger,2026-04-26 12:31:22.599905,35.7595,-5.834,0.7156305491202569,21.54,-0.6831314314488593,0.20130085480523507,4.183623756077809,80.0,40.0,Clouds,scattered clouds,2.0,4.03,-0.4506188366459405,-0.5808794884513852,-0.1609213921405716,-0.5306747284621091,1.983038678335019,12.0,6.0,26.0,4.0,5
7,Agadir,2026-04-26 13:47:51.223700,30.4278,-9.5981,1.4568575390294478,24.4,0.20098192736833292,-1.316455779456755,0.5101243850499937,253.0,7.0,Clear,clear sky,2.0,9.61,1.6186457861968804,-0.9610562830766303,0.4583526221789169,-0.4177376012690713,0.7428323267828776,13.0,6.0,26.0,4.0,0
7,Casablanca,,33.5731,-7.5898,0.4823996428126246,21.07,0.27465804060309895,-0.8611287891781579,-0.3218867307722003,45.0,60.0,Clouds,broken clouds,3.0,8.495000000000001,0.7993967018018935,-0.6978569637206913,0.8861151819661314,1.135147897635197,0.07902422850573397,14.555891238670695,2.881168177240685,13.362537764350453,4.628398791540786,1
7,Fes,2026-04-26 13:47:44.747968,34.0181,-5.0078,1.7412075480894391,24.81,-1.4198925637965196,-1.012904452604357,0.6804190578790976,60.0,20.0,Clouds,few clouds,2.0,4.55,1.0689560779576637,-1.0877818812850453,-0.6965097288493195,-1.0765375098951246,-1.7008429052335505,13.0,6.0,26.0,4.0,2
7,Marrakech,2026-04-26 13:47:41.550470,31.6295,-7.9811,2.0702867720577443,25.98,-1.6409209035008177,-1.316455779456755,0.17926616355344865,40.0,40.0,Clouds,scattered clouds,3.0,11.22,5.815315289484746,-1.0097968977721745,0.2800377552698751,-1.0263432311426635,-0.9420241058671229,13.0,6.0,26.0,4.0,3
7,Rabat,2026-04-26 13:47:38.319382,34.0209,-6.8416,0.5974176240054299,21.6,0.643038606776929,-1.012904452604357,0.17926616355344865,320.0,40.0,Clouds,scattered clouds,3.0,12.38,1.0372432101746316,-0.5418869966949498,1.0190466621708874,2.198639178702969,0.7529668015657346,13.0,6.0,26.0,4.0,4
7,Tanger,2026-04-26 13:47:47.968614,35.7595,-5.834,1.0383198852445172,22.54,-0.9778358843879235,-0.10225047204716294,4.183623756077809,80.0,40.0,Clouds,scattered clouds,2.0,4.12,-0.4268341858086667,-0.7076050866598002,0.4029913277595032,-0.49302901939776317,2.1895286020357343,13.0,6.0,26.0,4.0,5
8,Agadir,2026-04-26 16:18:01.742941,30.4278,-9.5981,1.1373631468272103,23.28,0.1273058141335669,-1.620007106309153,0.46146876424167804,235.0,9.0,Clear,clear sky,2.0,10.69,1.8353503827142639,-0.9123156683810859,0.46157130208702224,-0.5181261587739938,1.163413030271448,16.0,6.0,26.0,4.0,0
8,Casablanca,2026-04-26 16:17:44.454621,33.5731,-7.5898,0.4823996428126246,21.07,0.27465804060309895,-1.012904452604357,0.17926616355344865,50.0,40.0,Clouds,scattered clouds,3.0,7.77,0.3897721596044005,-0.7563457013553444,1.0750516925719216,1.0880907613047648,-0.17433764106569447,16.0,6.0,26.0,4.0,1
8,Fes,2026-04-26 16:17:54.794429,34.0181,-5.0078,2.0607019402916764,25.95,-1.6409209035008177,-1.316455779456755,0.6804190578790976,80.0,20.0,Clouds,few clouds,2.0,4.24,0.8482873729674009,-0.9805525289548479,-0.6636791937866435,-1.0702632250510669,-1.83385788675855,16.0,6.0,26.0,4.0,2
8,Marrakech,2026-04-26 16:17:51.542472,31.6295,-7.9811,3.667758733068931,30.48,-2.377682035848478,-1.9235584331615512,-0.5700303968946092,0.0,40.0,Clouds,scattered clouds,3.0,11.02,5.784923791192675,-1.0292931436503923,0.47637722966430757,-1.032617515986721,-1.0319675695649793,16.0,6.0,26.0,4.0,3
8,Rabat,2026-04-26 16:17:47.676441,34.0209,-6.8416,1.555900800612142,24.43,-0.6831314314488593,-1.012904452604357,-0.06887750256896022,320.0,40.0,Clouds,scattered clouds,3.0,9.94,0.5338014341190029,-0.5808794884513852,0.8452379471331928,1.5649364094531464,0.3944597561221635,16.0,6.0,26.0,4.0,4
8,Tanger,2026-04-26 16:17:58.476021,35.7595,-5.834,0.7156305491202569,21.54,-0.6831314314488593,-0.10225047204716294,5.185929544729108,80.0,40.0,Clouds,scattered clouds,3.0,5.04,-0.047601141903245624,-0.7076050866598002,1.031277645821688,-0.35499475282849485,2.3428125331264478,16.0,6.0,26.0,4.0,5
9,Agadir,2026-04-26 17:18:20.073763,30.4278,-9.5981,1.4568575390294478,24.4,0.20098192736833292,-1.620007106309153,-0.07860862673062333,223.0,5.0,Clear,clear sky,3.0,11.21,1.9080257047170446,-0.8245825619291064,0.627011449363643,-0.49302901939776317,1.4395774681043059,17.0,6.0,26.0,4.0,0
9,Casablanca,2026-04-26 17:18:03.813706,33.5731,-7.5898,0.801894035014862,21.83,-0.6831314314488593,-1.012904452604357,-0.06887750256896022,60.0,40.0,Clouds,scattered clouds,3.0,8.21,0.4994458273540519,-0.5808794884513852,1.122688155211883,1.2512221672502635,0.06382251633144949,17.0,6.0,26.0,4.0,1
9,Fes,2026-04-26 17:18:13.572014,34.0181,-5.0078,2.380196332493914,27.2,-1.6409209035008177,-1.316455779456755,0.43227539175668894,80.0,20.0,Clouds,few clouds,2.0,4.07,0.5813707357935505,-0.7465975784162355,-1.0080779439539276,-1.051440370518894,-1.8224566026278353,17.0,6.0,26.0,4.0,2
9,Marrakech,2026-04-26 17:18:10.343646,31.6295,-7.9811,3.3482643408666934,29.15,-2.5250342623180098,-1.9235584331615512,-0.32188673077220054,60.0,40.0,Clouds,scattered clouds,3.0,11.52,5.9012043063971245,-0.9318119142593037,0.49053942125997146,-0.9698746675461446,-0.9420241058671229,17.0,6.0,26.0,4.0,3
9,Rabat,2026-04-26 17:18:07.049503,34.0209,-6.8416,1.2364064084099047,23.33,-0.6831314314488593,-1.012904452604357,0.43227539175668894,340.0,40.0,Clouds,scattered clouds,3.0,9.82,0.5523006069924382,-0.30793204615633746,0.8993117695893645,1.6402278275818383,0.6136177733014478,17.0,6.0,26.0,4.0,4
9,Tanger,2026-04-26 17:18:16.803027,35.7595,-5.834,0.7156305491202569,21.54,-0.6831314314488593,-0.405801798899561,4.937785878606699,80.0,40.0,Clouds,scattered clouds,3.0,5.27,0.031681027554333906,-0.5808794884513852,1.0660393888292263,-0.34244618314037956,2.366881910735733,17.0,6.0,26.0,4.0,5
10,Agadir,2026-04-26 18:18:39.348319,30.4278,-9.5981,1.1373631468272103,23.35,0.348334153837865,-1.620007106309153,-0.38513903782301057,194.0,9.0,Clear,clear sky,3.0,10.94,1.8327076437323446,-0.7271013325380179,0.7950265405667476,-0.4742061648655902,1.58399373376002,18.0,6.0,26.0,4.0,0
10,Casablanca,2026-04-26 18:18:22.090226,33.5731,-7.5898,0.7475799883404811,21.65,-0.6831314314488593,-1.012904452604357,0.17926616355344865,20.0,40.0,Clouds,scattered clouds,3.0,8.57,0.5932630612121875,-0.3956651526083171,1.0808453164065117,1.4457249974160509,0.2627115839450199,18.0,6.0,26.0,4.0,1
10,Fes,2026-04-26 18:18:32.156186,34.0181,-5.0078,2.0607019402916764,25.95,-1.6409209035008177,-1.316455779456755,0.43227539175668894,70.0,20.0,Clouds,few clouds,2.0,3.9,0.3197395765835388,-0.3859170296692082,-1.4490370913643742,-1.032617515986721,-1.8021876530621215,18.0,6.0,26.0,4.0,2
10,Marrakech,2026-04-26 18:18:28.930937,31.6295,-7.9811,3.3482643408666934,29.15,-2.5250342623180098,-1.9235584331615512,-0.8230396250978494,0.0,40.0,Clouds,scattered clouds,3.0,12.2,6.041269472438848,-0.717353209598909,0.5021266689291516,-0.9071318191055681,-0.7570699410799792,18.0,6.0,26.0,4.0,3
10,Rabat,2026-04-26 18:18:25.624177,34.0209,-6.8416,1.23001652056586,23.2,-0.9778358843879235,-1.012904452604357,0.17926616355344865,340.0,40.0,Clouds,scattered clouds,3.0,9.56,0.564192932411075,0.16972597785999607,0.914117697166649,1.7343421002427026,0.8897822111343057,18.0,6.0,26.0,4.0,4
10,Tanger,2026-04-26 18:18:35.710158,35.7595,-5.834,0.42489065221622085,20.64,-0.38842697850979524,-0.405801798899561,5.185929544729108,80.0,40.0,Clouds,scattered clouds,3.0,5.59,0.12814100039438858,-0.3371764149736639,1.0653956528476058,-0.3236233286082066,2.3656151013878755,18.0,6.0,26.0,4.0,5
11,Agadir,2026-04-26 19:18:58.131519,30.4278,-9.5981,0.4983743624227356,21.23,0.5693624935421631,-1.620007106309153,-0.05428081632646547,178.0,14.0,Clouds,few clouds,3.0,10.29,1.7454972573290075,-0.6881088407815824,0.9173363770747552,-0.4867547345537055,1.6600022946314479,19.0,6.0,26.0,4.0,0
11,Casablanca,2026-04-26 19:18:41.519052,33.5731,-7.5898,0.16290525061038724,19.97,0.27465804060309895,-1.012904452604357,0.17926616355344865,30.0,75.0,Clouds,broken clouds,3.0,8.76,0.6553674272872912,-0.2104508167652489,1.0338525897481718,1.5586621246090884,0.4628674609064482,19.0,6.0,26.0,4.0,1
11,Fes,2026-04-26 19:18:51.491845,34.0181,-5.0078,1.7412075480894391,24.88,-1.1988642240922216,-1.316455779456755,-0.06887750256896022,60.0,20.0,Clouds,few clouds,2.0,3.76,0.15588975970454147,-0.07397709561772513,-1.6370079979977328,-1.013794661454548,-1.7717842287135508,19.0,6.0,26.0,4.0,2
11,Marrakech,2026-04-26 19:18:48.197902,31.6295,-7.9811,3.0287699486644564,28.33,-2.377682035848478,-1.9235584331615512,-0.5700303968946092,90.0,40.0,Rain,light rain,3.0,12.45,5.919703479270559,-0.5028945049385144,0.4718710777929604,-0.8569375403531069,-0.602519200641408,19.0,6.0,26.0,4.0,3
11,Rabat,2026-04-26 19:18:44.758053,34.0209,-6.8416,0.9169120162076673,22.23,-0.6831314314488593,-1.012904452604357,-0.06887750256896022,340.0,40.0,Clouds,scattered clouds,3.0,8.78,0.5007671968450116,0.7741096000847447,0.8124074120705168,1.7092449608664722,1.1140074657050194,19.0,6.0,26.0,4.0,4
11,Tanger,2026-04-26 19:18:54.874631,35.7595,-5.834,0.07664176471578214,19.44,-0.38842697850979524,-0.405801798899561,4.436632984281049,80.0,40.0,Clouds,scattered clouds,3.0,5.87,0.20478043087004863,0.013756010834254586,0.98557239112659,-0.2922519043879183,2.398552144432162,19.0,6.0,26.0,4.0,5
12,Agadir,2026-04-26 20:19:16.437724,30.4278,-9.5981,-0.1406144219817392,19.19,1.0114191729507591,-1.316455779456755,-0.34134897909552675,149.0,75.0,Clouds,broken clouds,3.0,9.24,1.585611548922889,-0.7368494554771268,0.9817099752368642,-0.5055775890858785,1.6359329170221626,20.0,6.0,26.0,4.0,0
12,Casablanca,2026-04-26 20:19:00.109669,33.5731,-7.5898,-0.17575880512398512,19.04,0.9377430597159931,-0.709353125751959,-0.32188673077220054,30.0,75.0,Clouds,broken clouds,3.0,8.86,0.7306854882719919,0.19897034667732263,0.8452379471331928,1.590033548829377,0.7010276183035922,20.0,6.0,26.0,4.0,1
12,Fes,2026-04-26 20:19:09.875862,34.0181,-5.0078,0.782724371482727,21.87,-0.38842697850979524,-1.012904452604357,-1.0711832912202583,0.0,20.0,Clouds,few clouds,2.0,3.65,0.07792895973792181,0.09174099434712545,-1.7039565400863268,-0.9949718069223752,-1.8072548904535508,20.0,6.0,26.0,4.0,2
12,Marrakech,2026-04-26 20:19:06.608826,31.6295,-7.9811,2.709275556462219,27.58,-2.230329809378946,-1.316455779456755,-0.5700303968946092,90.0,40.0,Rain,light rain,3.0,12.24,5.358121445612706,-0.13246583325237826,0.1390595752948564,-0.8255661161328186,-0.5809834417278363,20.0,6.0,26.0,4.0,3
12,Rabat,2026-04-26 20:19:03.365268,34.0209,-6.8416,0.5974176240054299,21.34,-0.09372252557073117,-0.709353125751959,-0.5700303968946092,340.0,40.0,Clouds,scattered clouds,2.0,7.97,0.42677050535127076,1.6416925416654324,0.48796447733348763,1.590033548829377,1.2292871163600188,20.0,6.0,26.0,4.0,4
12,Tanger,2026-04-26 20:19:13.158065,35.7595,-5.834,-0.24285262748645525,18.45,-0.09372252557073117,-0.10225047204716294,3.6824708617521607,80.0,40.0,Clouds,scattered clouds,3.0,6.0,0.2523497325445964,0.5109102807288058,0.7267905265149118,-0.2922519043879183,2.4745607053035914,20.0,6.0,26.0,4.0,5
13,Agadir,2026-04-26 21:19:35.084277,30.4278,-9.5981,-0.4601088141839766,18.17,1.2324475126550571,-1.012904452604357,0.12087941858347007,137.0,92.0,Clouds,overcast clouds,3.0,8.22,1.446867752372125,-0.8148344389899976,1.0171154542260241,-0.5369490133061666,1.6131303487607331,21.0,6.0,26.0,4.0,0
13,Casablanca,2026-04-26 21:19:18.140893,33.5731,-7.5898,-0.17575880512398512,19.04,0.9377430597159931,-0.405801798899561,-1.0711832912202583,0.0,57.0,Clouds,broken clouds,3.0,9.0,0.8496087424583607,0.5791471413025678,0.6566233045182127,1.4708221367922814,1.1722806957064489,21.0,6.0,26.0,4.0,1
13,Fes,2026-04-26 21:19:28.009721,34.0181,-5.0078,0.14373558707825226,19.88,0.20098192736833292,-0.709353125751959,-1.0711832912202583,0.0,40.0,Clouds,scattered clouds,2.0,3.66,0.052822939409688185,0.14048160904266951,-1.9234705098191185,-1.0012460917664328,-1.7287127108864073,21.0,6.0,26.0,4.0,2
13,Marrakech,2026-04-26 21:19:24.767338,31.6295,-7.9811,2.0702867720577443,25.98,-1.4198925637965196,-1.012904452604357,0.9285627240015063,150.0,75.0,Rain,light rain,2.0,12.14,4.870536103448593,0.2769553301901935,-0.22336378235781826,-0.8255661161328186,-0.34409009367855015,21.0,6.0,26.0,4.0,3
